x,Curve1
-0.1715,-0.034
0.3424,0.147
0.8348,1.976
1.263,4.353
1.6912,7.097
2.1194,9.841
2.5262,12.584
2.9544,15.145
3.3612,17.706
3.7894,20.266
4.239,22.644
4.6886,24.839
5.1168,27.216
5.5879,29.228
6.0803,30.69
6.5942,31.604
7.1081,32.151
7.6434,31.967
8.1573,31.599
8.6927,31.231
9.2066,30.681
9.7419,30.313
10.2344,29.763
10.7269,29.029
11.2623,28.662
11.7762,28.111
12.2901,27.56
12.804,27.01
13.3393,26.459
13.8532,25.909
14.3672,25.541
14.8811,24.99
15.4164,24.623
15.9303,24.072
16.4228,23.522
16.9581,23.154
17.4721,22.603
17.986,22.419
18.5213,21.868
19.0352,21.501
19.5277,20.95
20.063,20.766
