Cyclin_Cdk1_MPF_1_task1,Cyclin_Cdk1_preMPF_2_task1,Cyclin_total_3_task1,_1_task1
0.0,0.0,0.0,0.0
0.3045880210516531,0.2355917535627386,1.5786873113629651,2.0
0.49076490039081416,0.7874133066947349,2.554858096436531,4.0
0.5645258283638839,1.2922253458273774,3.2022698986471205,6.0
0.6164128147592807,1.7171279055375976,3.7268705926305277,8.0
0.6727251887330802,2.129642700956678,4.249033268078747,10.0
0.7345931320131495,2.5689042334668453,4.804984759262432,12.0
0.8018057034662809,3.05632612459395,5.413818781660538,14.0
0.8747092458804733,3.605469025685463,6.088315614157369,16.0
0.953942487950624,4.225438464991885,6.837346233225425,18.0
1.0403903582713874,4.921996396221705,7.666819495855124,20.0
1.1352449121536028,5.697834669737163,8.580030797991007,22.0
1.2401109143861333,6.5525721372795465,9.577800117635073,24.0
1.357145127889932,7.482728027063617,10.658605275632356,26.0
1.4892397111560032,8.481761706985177,11.818802190743614,28.0
1.6402805795263729,9.54015717147835,13.052942244415464,30.0
1.8155422008698274,10.645446498990994,14.35414842800447,32.0
2.0222990738415842,11.782049243910446,15.714517973319497,34.0
2.270840342210591,12.930658498497671,17.125475623145714,36.0
2.5761946944157574,14.066818118049254,18.5780352802686,38.0
2.96118893811724,15.158009370481688,20.062912653645487,40.0
3.462137655188552,16.15784218067059,21.570378601248848,42.0
4.140061866416855,16.994210791434682,23.089600364755864,44.0
5.104046648372083,17.544026951836443,24.60666159855544,46.0
6.561239766022452,17.57706225113306,26.09817283302011,48.0
8.906849428016198,16.643243086549788,27.507685538950046,50.0
12.613681006733527,14.1065897203109,28.66646551428145,52.0
16.620582586570208,10.600779706919266,29.13368789908395,54.0
18.706302365576512,7.60330557871883,28.147908349006713,56.0
18.208232647514546,5.237908189705619,25.16983591836437,58.0
15.794644501374366,3.5258993654010924,20.92866416997273,60.0
12.581905760693267,2.3927365938989187,16.486015732050415,62.0
9.430736643441621,1.6866720770832877,12.551871208952104,64.0
6.828501647030743,1.2686033925368199,9.474325563057624,66.0
4.979623745298123,1.0464882871300893,7.374662141319008,68.0
3.793098536163441,0.9515690743524143,6.086905957895452,70.0
3.044016054294177,0.93023777154775,5.318179348976828,72.0
2.5771355169467554,0.9579013641900112,4.886959322600317,74.0
2.3034738018117165,1.0299555683316068,4.703866063550671,76.0
2.176537920221498,1.1556586807965963,4.736890349827417,78.0
2.164486423473089,1.3483505828157916,4.966292417272319,80.0
2.2290524274957746,1.6089284097798249,5.344745595702987,82.0
2.3476713309155306,1.9338165579899504,5.841621227393238,84.0
2.512416342356662,2.318367227946523,6.4426333517109775,86.0
2.7243244809498863,2.7558930233705916,7.141108748964848,88.0
2.99118280102618,3.235806408182879,7.93346988565401,90.0
3.327703295569141,3.7409878788378936,8.81670551208039,92.0
3.75765424749206,4.244159942081139,9.786879119786855,94.0
4.317927881384126,4.702813596300694,10.8381160956573,96.0
5.064262708147438,5.0524685513242815,11.961533719138338,98.0
6.074016622361479,5.2019203841510215,13.143109623358036,100.0
7.4229218996788005,5.050860389858183,14.35765895706301,102.0
9.07826729622155,4.581057793343567,15.552298019091564,104.0
10.762380941320586,3.9625344654739534,16.61502396427533,106.0
12.092845315287443,3.3873789468149997,17.349263305109773,108.0
12.77791707844264,2.8949203661821383,17.497373134628855,110.0
12.620918331121302,2.4582243762696048,16.83487771152039,112.0
11.583407938959343,2.058862912918734,15.310386703758141,114.0
9.879130889828462,1.7024432322050191,13.155782694268176,116.0
7.929337697100989,1.4098149646406128,10.828928794894413,118.0
6.114789972834963,1.1914543052051352,8.728600277673209,120.0
4.653335775801072,1.0459191080825667,7.0745101266411705,122.0
3.6153557437351433,0.9696853210356479,5.937447123851604,124.0
2.9403921865801554,0.9534770835003024,5.242764982257329,126.0
2.521556055037679,0.986123975598176,4.865450195729447,128.0
2.2856293508942724,1.0676129695454915,4.733521095083774,130.0
2.1919811355869774,1.2091737816356694,4.820895536129792,132.0
2.2045193901170594,1.4202210367560186,5.0954624151821095,134.0
2.2868058544269507,1.698542423198588,5.509634235913534,136.0
2.421011485861743,2.03988865516739,6.038134043776837,138.0
2.6021717092275116,2.438784096966527,6.6691183380873085,140.0
2.8335567088436187,2.8871670122195714,7.39686708770655,142.0
3.1252521842756065,3.3722297500236045,8.21793709862604,144.0
3.4949869380691507,3.873429029460174,9.128965379912621,146.0
3.9708945714071877,4.358392155651798,10.12534042956377,148.0
4.59621463482381,4.777216393427017,11.200183007530248,150.0
5.434601730228717,5.055902904633415,12.343008061139038,152.0
6.566639337596174,5.096908292825329,13.536568950870844,154.0
8.040875308310328,4.819587154217874,14.747771662753106,156.0
9.734401326028603,4.278353974179272,15.9053437705305,158.0
11.30275438082439,3.680665388606709,16.86704030157922,160.0
12.399698360227854,3.1548649002951175,17.40878952635753,162.0
12.77413419181388,2.6996277304954446,17.27435457300552,164.0
12.278821061627097,2.287701312811572,16.290671326099083,166.0
10.961374258637356,1.9099242133899534,14.50416393126172,168.0
9.12609269116272,1.580068288520093,12.247452562948538,170.0
7.202485390628393,1.3177507732683695,9.983099967973445,172.0
5.511422244623794,1.128544908077506,8.042559924909085,174.0
4.212149357561819,1.01002773026377,6.586349525779175,176.0
3.3245776140574006,0.9579852023479455,5.632151165417619,178.0
2.75768559758103,0.9609143790975486,5.069576603958776,180.0
2.41440392459759,1.0112319746583316,4.790200008593964,182.0
2.2359440681603275,1.1136601629350904,4.74286924096473,184.0
2.1875552369947315,1.28128170640391,4.907304397727039,186.0
2.2297839258167165,1.5182655853507547,5.239108741364822,188.0
2.333066867897289,1.82101402099713,5.698694344043482,190.0
2.4852476055171437,2.1848988876392617,6.2670665969688475,192.0
2.684835259860866,2.6036592365722404,6.935316835307322,194.0
2.937724939646042,3.067710044178307,7.698916489805614,196.0
3.256717737126738,3.5616812887777454,8.554641047675544,198.0
3.6630849533834384,4.061070526540115,9.498777939469276,200.0
